user_id,name,age,study_level,preferred_subjects,strengths,weaknesses,learning_style,study_preference,availability
184,George Day,26,Advanced,"['Computer Vision', 'Human-Computer Interaction', 'Computer Networks', 'Algorithms', 'Blockchains', 'Internet of Things', 'Deep Learning', 'Virtual Reality']","['Computer Vision', 'Blockchains', 'Virtual Reality', 'Algorithms']","['Internet of Things', 'Deep Learning', 'Computer Networks', 'Human-Computer Interaction']",Text-based,Solo,"['Afternoon', 'Morning']"
185,Ann Rodriguez,29,Advanced,"['Database Management', 'Web Development', 'Neural Networks', 'Operating Systems', 'Theory of Computation', 'Digital Logic', 'Parallel Computing', 'Reinforcement Learning', 'Augmented Reality']","['Reinforcement Learning', 'Operating Systems', 'Database Management', 'Web Development', 'Neural Networks']","['Parallel Computing', 'Digital Logic', 'Theory of Computation', 'Augmented Reality']",Visual,Solo,"['Night', 'Evening', 'Night']"
186,Jaime Martin,28,Beginner,"['Data Structures', 'Machine Learning', 'Computer Architecture', 'Artificial Intelligence', 'Operating Systems', 'Linear Algebra']","['Computer Architecture', 'Machine Learning']","['Artificial Intelligence', 'Linear Algebra', 'Operating Systems', 'Data Structures']",Text-based,Solo,"['Night', 'Afternoon', 'Afternoon']"
187,Shane Francis,28,Beginner,"['Computer Networks', 'Linear Algebra', 'Deep Learning', 'Operating Systems', 'Cryptography', 'Computer Architecture', 'Algorithms', 'Probability & Statistics']","['Cryptography', 'Computer Networks', 'Operating Systems']","['Linear Algebra', 'Probability & Statistics', 'Deep Learning', 'Computer Architecture', 'Algorithms']",Problem-Solving,Solo,"['Night', 'Afternoon']"
188,Jacob Brown,19,Advanced,"['Blockchains', 'Internet of Things', 'Parallel Computing', 'Computer Architecture', 'Linear Algebra', 'Pattern Recognition', 'Theory of Computation', 'Cryptography', 'Augmented Reality', 'Reinforcement Learning', 'Digital Logic', 'Natural Language Processing']","['Linear Algebra', 'Digital Logic', 'Natural Language Processing', 'Reinforcement Learning', 'Parallel Computing', 'Computer Architecture', 'Pattern Recognition']","['Cryptography', 'Theory of Computation', 'Blockchains', 'Internet of Things', 'Augmented Reality']",Text-based,Solo,"['Evening', 'Evening']"
189,Chelsea Nguyen MD,26,Advanced,"['Virtual Reality', 'Internet of Things', 'Human-Computer Interaction', 'Programming Languages', 'Theory of Computation', 'Physics for CS', 'Cloud Computing', 'Web Development', 'Software Engineering', 'Wireless Networks', 'Reinforcement Learning']","['Reinforcement Learning', 'Web Development', 'Internet of Things', 'Wireless Networks', 'Programming Languages', 'Human-Computer Interaction']","['Virtual Reality', 'Physics for CS', 'Theory of Computation', 'Cloud Computing', 'Software Engineering']",Problem-Solving,Solo,"['Night', 'Evening']"
190,Timothy Serrano,28,Beginner,"['Linear Algebra', 'Cryptography', 'Computer Architecture', 'Software Engineering', 'Cybersecurity', 'Database Management', 'Algorithms', 'Compiler Design']","['Algorithms', 'Software Engineering', 'Database Management']","['Linear Algebra', 'Compiler Design', 'Cryptography', 'Computer Architecture', 'Cybersecurity']",Visual,Group,"['Evening', 'Afternoon']"
191,Matthew Flores,24,Intermediate,"['Theory of Computation', 'Algorithms', 'Cryptography', 'Artificial Intelligence', 'Neural Networks', 'Operating Systems', 'Big Data']","['Operating Systems', 'Theory of Computation']","['Cryptography', 'Artificial Intelligence', 'Big Data', 'Algorithms', 'Neural Networks']",Visual,Solo,['Evening']
192,Tanya Bullock,21,Beginner,"['Compiler Design', 'Algorithms', 'Probability & Statistics', 'Software Engineering', 'Database Management', 'Artificial Intelligence']","['Database Management', 'Algorithms']","['Software Engineering', 'Compiler Design', 'Artificial Intelligence', 'Probability & Statistics']",Text-based,Solo,"['Afternoon', 'Night']"
193,Lisa Montgomery,25,Intermediate,"['Cloud Computing', 'Big Data', 'Compiler Design', 'Computer Architecture', 'Web Development', 'Internet of Things', 'Bioinformatics', 'Digital Logic']","['Web Development', 'Cloud Computing', 'Bioinformatics']","['Compiler Design', 'Computer Architecture', 'Digital Logic', 'Big Data', 'Internet of Things']",Visual,Solo,['Night']
194,Eddie Martin,26,Intermediate,"['Data Structures', 'Probability & Statistics', 'Natural Language Processing', 'Cryptography', 'Reinforcement Learning', 'Database Management']","['Data Structures', 'Database Management']","['Natural Language Processing', 'Cryptography', 'Reinforcement Learning', 'Probability & Statistics']",Problem-Solving,Solo,"['Afternoon', 'Night']"
195,Justin Munoz,26,Beginner,"['Compiler Design', 'Database Management', 'Probability & Statistics', 'Software Engineering', 'Deep Learning', 'Artificial Intelligence', 'Computer Networks']","['Probability & Statistics', 'Database Management']","['Deep Learning', 'Compiler Design', 'Artificial Intelligence', 'Computer Networks', 'Software Engineering']",Text-based,Solo,"['Night', 'Afternoon', 'Evening']"
196,Martha Smith,26,Intermediate,"['Algorithms', 'Computer Architecture', 'Embedded Systems', 'Database Management', 'Quantum Computing', 'Computer Vision', 'Machine Learning']","['Machine Learning', 'Algorithms']","['Database Management', 'Quantum Computing', 'Computer Architecture', 'Computer Vision', 'Embedded Systems']",Auditory,Solo,"['Evening', 'Night', 'Night']"
197,Kathryn Green,19,Intermediate,"['Internet of Things', 'Cryptography', 'Cloud Computing', 'Deep Learning', 'Compiler Design', 'Data Structures', 'Web Development', 'Natural Language Processing']","['Data Structures', 'Web Development', 'Cryptography']","['Deep Learning', 'Compiler Design', 'Natural Language Processing', 'Cloud Computing', 'Internet of Things']",Text-based,Solo,['Afternoon']
198,Scott Campbell,25,Intermediate,"['Artificial Intelligence', 'Cloud Computing', 'Compiler Design', 'Quantum Computing', 'Machine Learning', 'Embedded Systems', 'Ethical Hacking']","['Cloud Computing', 'Compiler Design']","['Ethical Hacking', 'Quantum Computing', 'Machine Learning', 'Artificial Intelligence', 'Embedded Systems']",Auditory,Solo,"['Afternoon', 'Evening']"
199,Tyler Riggs,19,Intermediate,"['Bioinformatics', 'Probability & Statistics', 'Linear Algebra', 'Big Data', 'Computer Architecture', 'Database Management', 'Ethical Hacking', 'Natural Language Processing']","['Probability & Statistics', 'Linear Algebra', 'Bioinformatics']","['Ethical Hacking', 'Database Management', 'Natural Language Processing', 'Computer Architecture', 'Big Data']",Problem-Solving,Solo,"['Night', 'Night']"
200,James Hoffman,29,Intermediate,"['Quantum Computing', 'Computer Vision', 'Data Structures', 'Probability & Statistics', 'Distributed Systems', 'Deep Learning', 'Big Data', 'Natural Language Processing', 'Computer Architecture']","['Probability & Statistics', 'Deep Learning', 'Computer Vision']","['Quantum Computing', 'Natural Language Processing', 'Computer Architecture', 'Data Structures', 'Big Data', 'Distributed Systems']",Text-based,Solo,"['Afternoon', 'Evening']"
201,Jamie Holloway,20,Beginner,"['Computer Networks', 'Machine Learning', 'Database Management', 'Cybersecurity', 'Compiler Design', 'Artificial Intelligence', 'Computer Architecture', 'Software Engineering']","['Computer Architecture', 'Cybersecurity', 'Machine Learning']","['Database Management', 'Compiler Design', 'Artificial Intelligence', 'Computer Networks', 'Software Engineering']",Problem-Solving,Group,"['Evening', 'Night']"
202,Michael Jones,29,Intermediate,"['Ethical Hacking', 'Internet of Things', 'Deep Learning', 'Compiler Design', 'Neural Networks', 'Machine Learning', 'Distributed Systems', 'Big Data']","['Big Data', 'Internet of Things', 'Compiler Design']","['Ethical Hacking', 'Deep Learning', 'Machine Learning', 'Neural Networks', 'Distributed Systems']",Auditory,Solo,['Evening']
203,Candice Bailey,21,Intermediate,"['Cloud Computing', 'Bioinformatics', 'Distributed Systems', 'Natural Language Processing', 'Embedded Systems', 'Web Development']","['Bioinformatics', 'Embedded Systems']","['Web Development', 'Cloud Computing', 'Natural Language Processing', 'Distributed Systems']",Problem-Solving,Solo,"['Afternoon', 'Afternoon']"
204,Natasha Norton,19,Intermediate,"['Cryptography', 'Ethical Hacking', 'Reinforcement Learning', 'Database Management', 'Theory of Computation', 'Embedded Systems']","['Theory of Computation', 'Database Management']","['Cryptography', 'Ethical Hacking', 'Reinforcement Learning', 'Embedded Systems']",Visual,Solo,['Morning']
205,Jason Taylor,25,Intermediate,"['Reinforcement Learning', 'Cryptography', 'Linear Algebra', 'Neural Networks', 'Computer Networks', 'Compiler Design']","['Cryptography', 'Linear Algebra']","['Computer Networks', 'Compiler Design', 'Neural Networks', 'Reinforcement Learning']",Visual,Solo,['Night']
206,Gabriella Hansen,23,Intermediate,"['Natural Language Processing', 'Computer Vision', 'Digital Logic', 'Cryptography', 'Big Data', 'Ethical Hacking']","['Natural Language Processing', 'Digital Logic']","['Computer Vision', 'Cryptography', 'Ethical Hacking', 'Big Data']",Visual,Solo,['Afternoon']
207,Peter Brandt,27,Intermediate,"['Compiler Design', 'Natural Language Processing', 'Internet of Things', 'Theory of Computation', 'Database Management', 'Ethical Hacking', 'Distributed Systems', 'Linear Algebra', 'Deep Learning']","['Internet of Things', 'Deep Learning', 'Theory of Computation']","['Linear Algebra', 'Ethical Hacking', 'Database Management', 'Compiler Design', 'Natural Language Processing', 'Distributed Systems']",Problem-Solving,Solo,"['Morning', 'Evening']"
208,James Evans,20,Advanced,"['Physics for CS', 'Cloud Computing', 'Database Management', 'Pattern Recognition', 'Computer Networks', 'Data Mining', 'Web Development', 'Speech Recognition', 'Software Engineering', 'Signal Processing', 'Internet of Things', 'Augmented Reality']","['Computer Networks', 'Physics for CS', 'Speech Recognition', 'Software Engineering', 'Augmented Reality', 'Web Development', 'Internet of Things']","['Pattern Recognition', 'Database Management', 'Signal Processing', 'Data Mining', 'Cloud Computing']",Text-based,Solo,"['Evening', 'Evening', 'Night']"
209,Kevin Black,21,Intermediate,"['Big Data', 'Artificial Intelligence', 'Quantum Computing', 'Deep Learning', 'Embedded Systems', 'Cloud Computing', 'Software Engineering', 'Linear Algebra', 'Operating Systems', 'Internet of Things']","['Linear Algebra', 'Big Data', 'Embedded Systems', 'Operating Systems']","['Deep Learning', 'Quantum Computing', 'Artificial Intelligence', 'Cloud Computing', 'Internet of Things', 'Software Engineering']",Text-based,Solo,['Evening']
210,David Miller,23,Intermediate,"['Compiler Design', 'Digital Logic', 'Data Structures', 'Distributed Systems', 'Reinforcement Learning', 'Cybersecurity', 'Probability & Statistics', 'Cryptography']","['Data Structures', 'Digital Logic', 'Compiler Design']","['Reinforcement Learning', 'Probability & Statistics', 'Cryptography', 'Cybersecurity', 'Distributed Systems']",Auditory,Solo,"['Night', 'Morning']"
211,Leslie Herring,21,Intermediate,"['Internet of Things', 'Database Management', 'Machine Learning', 'Compiler Design', 'Computer Vision', 'Distributed Systems', 'Data Structures']","['Distributed Systems', 'Data Structures']","['Database Management', 'Compiler Design', 'Machine Learning', 'Computer Vision', 'Internet of Things']",Auditory,Solo,['Morning']
212,Laura Pope,24,Beginner,"['Compiler Design', 'Artificial Intelligence', 'Linear Algebra', 'Computer Networks', 'Cybersecurity', 'Probability & Statistics']","['Linear Algebra', 'Artificial Intelligence']","['Computer Networks', 'Compiler Design', 'Cybersecurity', 'Probability & Statistics']",Auditory,Group,"['Afternoon', 'Evening']"
213,Adriana Young,25,Intermediate,"['Computer Architecture', 'Deep Learning', 'Web Development', 'Distributed Systems', 'Computer Networks', 'Neural Networks']","['Web Development', 'Computer Networks']","['Deep Learning', 'Neural Networks', 'Distributed Systems', 'Computer Architecture']",Auditory,Solo,"['Night', 'Morning']"
214,Chad Nielsen,20,Beginner,"['Artificial Intelligence', 'Machine Learning', 'Cybersecurity', 'Cryptography', 'Probability & Statistics', 'Compiler Design']","['Cybersecurity', 'Probability & Statistics']","['Compiler Design', 'Cryptography', 'Artificial Intelligence', 'Machine Learning']",Visual,Group,"['Afternoon', 'Night', 'Evening']"
215,Jeffrey Avila,21,Beginner,"['Compiler Design', 'Artificial Intelligence', 'Computer Architecture', 'Computer Networks', 'Linear Algebra', 'Deep Learning', 'Cybersecurity', 'Software Engineering']","['Artificial Intelligence', 'Compiler Design', 'Deep Learning']","['Linear Algebra', 'Computer Architecture', 'Computer Networks', 'Software Engineering', 'Cybersecurity']",Visual,Group,"['Evening', 'Evening', 'Night']"
216,Wendy Russell,29,Beginner,"['Operating Systems', 'Computer Architecture', 'Database Management', 'Probability & Statistics', 'Software Engineering', 'Computer Networks']","['Operating Systems', 'Computer Architecture']","['Database Management', 'Computer Networks', 'Software Engineering', 'Probability & Statistics']",Text-based,Group,"['Night', 'Evening']"
217,Carol Shaffer,24,Intermediate,"['Internet of Things', 'Bioinformatics', 'Computer Networks', 'Database Management', 'Cryptography', 'Reinforcement Learning', 'Machine Learning', 'Data Structures']","['Cryptography', 'Reinforcement Learning', 'Internet of Things']","['Bioinformatics', 'Database Management', 'Machine Learning', 'Data Structures', 'Computer Networks']",Problem-Solving,Solo,['Morning']
218,Tiffany Novak,20,Intermediate,"['Computer Networks', 'Cryptography', 'Software Engineering', 'Reinforcement Learning', 'Cybersecurity', 'Computer Vision', 'Neural Networks']","['Neural Networks', 'Computer Networks']","['Reinforcement Learning', 'Cryptography', 'Computer Vision', 'Software Engineering', 'Cybersecurity']",Text-based,Solo,"['Evening', 'Night', 'Evening']"
219,Courtney White,29,Intermediate,"['Web Development', 'Computer Vision', 'Linear Algebra', 'Cryptography', 'Distributed Systems', 'Software Engineering']","['Software Engineering', 'Computer Vision']","['Cryptography', 'Linear Algebra', 'Web Development', 'Distributed Systems']",Auditory,Solo,"['Night', 'Night']"
220,James Browning,23,Advanced,"['Software Testing', 'Cloud Computing', 'Deep Learning', 'Software Engineering', 'Embedded Systems', 'Parallel Computing', 'Programming Languages', 'Probability & Statistics', 'Operating System Internals', 'Operating Systems']","['Operating Systems', 'Software Testing', 'Embedded Systems', 'Software Engineering', 'Cloud Computing', 'Operating System Internals']","['Parallel Computing', 'Deep Learning', 'Programming Languages', 'Probability & Statistics']",Visual,Solo,['Night']
221,Joseph Hernandez,19,Beginner,"['Linear Algebra', 'Computer Networks', 'Machine Learning', 'Probability & Statistics', 'Software Engineering', 'Cybersecurity', 'Computer Architecture']","['Machine Learning', 'Computer Architecture']","['Linear Algebra', 'Probability & Statistics', 'Computer Networks', 'Software Engineering', 'Cybersecurity']",Visual,Group,"['Afternoon', 'Night']"
222,Tammy King,26,Beginner,"['Software Engineering', 'Probability & Statistics', 'Cybersecurity', 'Artificial Intelligence', 'Compiler Design', 'Database Management', 'Data Structures', 'Cryptography']","['Cybersecurity', 'Compiler Design', 'Database Management']","['Probability & Statistics', 'Cryptography', 'Data Structures', 'Artificial Intelligence', 'Software Engineering']",Text-based,Group,"['Morning', 'Evening']"
